h1,h2,h3,h4,t1,t2,t3,t4,t,abp1,abp2,abp3,abp4,abp5
1.0270000000000001,0.255,0.33999999999999997,0.08499999999999999,0.17600000000000005,0.31199999999999994,0.376,0.10399999999999998,0.608,87.45,105.95,95.7,95.15,90.6
1.024,0.24100000000000002,0.31300000000000006,0.07200000000000001,0.15999999999999992,0.30400000000000005,0.3760000000000001,0.09600000000000009,0.5840000000000001,90.6,109.45,97.0,96.2,89.5
1.045,0.262,0.31999999999999995,0.057999999999999996,0.17599999999999993,0.31199999999999983,0.3759999999999999,0.10399999999999987,0.5920000000000001,89.5,108.9,98.7,98.0,90.5
0.985,0.15800000000000003,0.202,0.043999999999999984,0.1759999999999997,0.31999999999999984,0.3759999999999999,0.10399999999999965,0.5999999999999996,90.5,107.85,98.05,96.6,89.85
1.002,0.20599999999999996,0.27299999999999996,0.067,0.16800000000000015,0.3120000000000003,0.37600000000000033,0.09600000000000009,0.5920000000000001,89.85,107.2,96.85,95.05,87.4
1.045,0.249,0.31799999999999995,0.06899999999999995,0.17600000000000016,0.3120000000000003,0.38400000000000034,0.10400000000000009,0.5920000000000001,87.4,105.5,95.95,94.2,86.3
1.018,0.22000000000000003,0.32000000000000006,0.1,0.17600000000000016,0.3200000000000003,0.39200000000000035,0.10400000000000009,0.5919999999999996,86.3,106.2,95.55,93.3,85.85
1.036,0.22700000000000004,0.30300000000000005,0.07599999999999998,0.17600000000000016,0.3200000000000003,0.39200000000000035,0.10400000000000009,0.5840000000000005,85.85,106.05,95.35,93.3,86.65
1.036,0.263,0.348,0.08499999999999999,0.19200000000000017,0.3200000000000003,0.39199999999999946,0.1120000000000001,0.5839999999999996,86.65,101.45,96.65,95.7,88.7
1.057,0.246,0.298,0.05199999999999999,0.17600000000000016,0.3200000000000003,0.38400000000000034,0.10400000000000009,0.5840000000000005,88.7,111.05,98.55,97.85,88.55
0.9530000000000001,0.124,0.174,0.04999999999999999,0.17600000000000016,0.3279999999999994,0.38399999999999945,0.1120000000000001,0.5919999999999996,88.55,109.95,97.05,95.85,88.05
