h1,h2,h3,h4,t1,t2,t3,t4,t,abp1,abp2,abp3,abp4,abp5
1.029,0.213,0.29100000000000004,0.07800000000000001,0.184,0.328,0.39199999999999996,0.11199999999999999,0.6000000000000001,81.25,95.2,89.55,86.7,82.35
1.012,0.21299999999999997,0.31099999999999994,0.09799999999999998,0.16799999999999993,0.31200000000000006,0.3839999999999999,0.10399999999999998,0.5839999999999999,82.35,96.05,88.4,85.8,79.45
1.024,0.27499999999999997,0.381,0.10600000000000001,0.18400000000000016,0.32000000000000006,0.41600000000000015,0.1120000000000001,0.5920000000000001,79.45,93.1,87.8,83.7,78.1
1.01,0.274,0.386,0.11199999999999999,0.19200000000000017,0.32799999999999985,0.3999999999999999,0.1200000000000001,0.6000000000000001,78.1,91.8,87.8,84.95,78.15
0.988,0.261,0.36200000000000004,0.10099999999999999,0.19199999999999973,0.32799999999999985,0.3999999999999999,0.1120000000000001,0.5920000000000001,78.15,90.8,87.75,84.65,77.75
1.001,0.251,0.358,0.107,0.19199999999999973,0.32799999999999985,0.4079999999999999,0.11999999999999966,0.5999999999999996,77.75,94.5,88.4,86.05,79.65
1.0590000000000002,0.273,0.362,0.089,0.19200000000000017,0.3280000000000003,0.40000000000000036,0.1200000000000001,0.6000000000000005,79.65,94.7,90.15,87.7,81.4
1.028,0.179,0.257,0.07799999999999999,0.17599999999999927,0.3199999999999994,0.38399999999999945,0.1120000000000001,0.5999999999999996,81.4,98.05,89.35,87.4,80.6
1.048,0.25,0.34299999999999997,0.09299999999999997,0.18400000000000016,0.3200000000000003,0.39200000000000035,0.10400000000000009,0.5919999999999996,80.6,92.25,88.65,85.8,78.5
1.048,0.27899999999999997,0.394,0.11500000000000002,0.19200000000000017,0.3280000000000003,0.40000000000000036,0.1200000000000001,0.6000000000000005,78.5,92.1,88.2,85.3,78.15
1.0270000000000001,0.279,0.37900000000000006,0.10000000000000003,0.19200000000000017,0.3280000000000003,0.39999999999999947,0.1200000000000001,0.5919999999999996,78.15,91.85,88.0,85.0,77.2
1.0430000000000001,0.273,0.37,0.097,0.20000000000000018,0.3360000000000003,0.40800000000000036,0.1280000000000001,0.6000000000000005,77.2,92.2,88.1,85.35,77.85
1.045,0.27099999999999996,0.362,0.09100000000000001,0.1999999999999993,0.3439999999999994,0.4159999999999995,0.1280000000000001,0.6079999999999997,77.85,95.3,89.9,86.8,79.85
1.066,0.255,0.341,0.08600000000000001,0.19200000000000017,0.3360000000000003,0.40000000000000036,0.11999999999999922,0.6080000000000005,79.85,96.25,90.95,87.9,80.7
0.989,0.16000000000000003,0.24,0.07999999999999996,0.18399999999999928,0.3279999999999994,0.39199999999999946,0.1120000000000001,0.5919999999999987,80.7,93.65,89.5,86.25,78.9
1.0230000000000001,0.276,0.384,0.10799999999999998,0.18400000000000105,0.31200000000000117,0.40000000000000036,0.1120000000000001,0.5840000000000014,78.9,95.05,87.55,85.35,77.25
1.018,0.282,0.38699999999999996,0.10499999999999998,0.1999999999999993,0.3359999999999985,0.4159999999999986,0.1280000000000001,0.6079999999999988,77.25,93.9,87.85,84.75,77.75
1.036,0.265,0.371,0.10600000000000001,0.19200000000000017,0.3280000000000012,0.40800000000000125,0.120000000000001,0.5920000000000005,77.75,92.45,87.8,84.35,77.45
1.0150000000000001,0.24499999999999997,0.344,0.099,0.1999999999999993,0.3360000000000003,0.4079999999999995,0.1280000000000001,0.5999999999999996,77.45,91.15,88.3,85.65,79.5
1.068,0.261,0.36,0.09899999999999999,0.19200000000000017,0.3280000000000012,0.40000000000000036,0.120000000000001,0.5920000000000005,79.5,93.95,89.6,87.5,81.2
1.066,0.227,0.29900000000000004,0.07200000000000001,0.18399999999999928,0.3279999999999994,0.39199999999999946,0.1120000000000001,0.5999999999999996,81.2,96.6,89.9,87.5,82.1
1.023,0.20299999999999996,0.2899999999999999,0.08699999999999997,0.17600000000000016,0.3200000000000003,0.38400000000000034,0.10400000000000098,0.5760000000000005,82.1,94.35,89.0,86.4,78.1
1.044,0.303,0.386,0.08299999999999999,0.1999999999999993,0.3360000000000003,0.4079999999999995,0.1280000000000001,0.6159999999999997,78.1,93.0,88.35,85.7,79.6
1.0270000000000001,0.274,0.37500000000000006,0.10100000000000003,0.18399999999999928,0.3200000000000003,0.39199999999999946,0.1120000000000001,0.5760000000000005,79.6,91.5,87.85,84.8,76.85
1.013,0.254,0.354,0.1,0.20800000000000018,0.3439999999999994,0.41600000000000037,0.13599999999999923,0.5999999999999996,76.85,91.25,87.85,84.65,76.8
1.041,0.284,0.382,0.09800000000000002,0.20800000000000018,0.3439999999999994,0.4239999999999995,0.13599999999999923,0.6159999999999997,76.8,92.45,88.5,85.45,79.55
1.068,0.261,0.353,0.09200000000000001,0.19200000000000017,0.3279999999999994,0.3999999999999986,0.120000000000001,0.6000000000000014,79.55,93.95,90.0,87.35,80.95
1.026,0.15600000000000003,0.231,0.07499999999999998,0.1839999999999975,0.3279999999999994,0.39199999999999946,0.11199999999999832,0.5919999999999987,80.95,94.6,89.35,86.5,78.95
1.02,0.23199999999999998,0.33099999999999996,0.09899999999999998,0.19200000000000017,0.3279999999999994,0.3999999999999986,0.11199999999999832,0.5919999999999987,78.95,91.8,88.2,85.35,77.55
1.043,0.27999999999999997,0.382,0.10200000000000001,0.20000000000000284,0.3360000000000021,0.41600000000000037,0.1280000000000001,0.6000000000000014,77.55,91.4,87.85,84.25,77.4
1.0130000000000001,0.25900000000000006,0.36200000000000004,0.10299999999999998,0.1999999999999993,0.3279999999999994,0.40800000000000125,0.120000000000001,0.5839999999999996,77.4,89.9,87.35,84.25,76.4
1.024,0.255,0.354,0.099,0.20800000000000196,0.3440000000000012,0.41600000000000037,0.13599999999999923,0.6000000000000014,76.4,92.4,87.65,84.7,77.3
1.031,0.265,0.369,0.10400000000000001,0.2079999999999984,0.34399999999999764,0.41600000000000037,0.1280000000000001,0.6080000000000005,77.3,91.75,89.2,86.0,80.25
1.051,0.207,0.298,0.091,0.1839999999999975,0.3359999999999985,0.3999999999999986,0.11199999999999832,0.5919999999999987,80.25,96.5,90.7,86.95,80.0
0.997,0.13999999999999996,0.22299999999999998,0.08300000000000002,0.18400000000000105,0.3279999999999994,0.39199999999999946,0.11199999999999832,0.5919999999999987,80.0,94.6,89.5,86.3,79.1
1.047,0.257,0.369,0.11199999999999999,0.18400000000000105,0.3279999999999994,0.40000000000000213,0.11200000000000188,0.5920000000000023,79.1,94.25,88.5,85.05,78.45
1.012,0.24899999999999994,0.359,0.11000000000000001,0.1839999999999975,0.3200000000000003,0.3999999999999986,0.11199999999999832,0.5999999999999979,78.45,93.95,87.35,84.6,79.35
