h1,h2,h3,h4,t1,t2,t3,t4,t,abp1,abp2,abp3,abp4,abp5
1.018,0.16600000000000004,0.31800000000000006,0.15200000000000002,0.20800000000000002,0.352,0.43200000000000005,0.136,0.632,77.75,96.7,87.65,85.25,81.0
1.0230000000000001,0.15500000000000003,0.33,0.175,0.16800000000000004,0.31200000000000006,0.3999999999999999,0.10399999999999998,0.5840000000000001,81.0,97.0,87.75,84.9,79.5
1.017,0.14799999999999996,0.294,0.14600000000000002,0.17599999999999993,0.31999999999999984,0.3999999999999999,0.11199999999999988,0.5919999999999999,79.5,98.4,89.05,87.1,81.7
1.071,0.197,0.322,0.125,0.18400000000000016,0.3200000000000003,0.3999999999999999,0.1120000000000001,0.6000000000000001,81.7,98.6,91.05,89.2,85.6
0.99,0.08799999999999997,0.19199999999999998,0.10400000000000001,0.15200000000000014,0.31199999999999983,0.3839999999999999,0.09600000000000009,0.5840000000000001,85.6,107.3,90.25,88.5,82.0
0.9729999999999999,0.12099999999999994,0.25399999999999995,0.133,0.1759999999999997,0.31999999999999984,0.4079999999999999,0.10400000000000009,0.5920000000000001,82.0,98.8,89.0,86.3,80.15
1.036,0.18899999999999995,0.33399999999999996,0.14500000000000002,0.18399999999999972,0.31999999999999984,0.4079999999999999,0.11199999999999966,0.6000000000000001,80.15,97.1,88.1,86.25,80.15
1.0,0.16200000000000003,0.30600000000000005,0.144,0.17600000000000016,0.3199999999999994,0.4079999999999995,0.1120000000000001,0.5919999999999996,80.15,98.3,87.75,85.65,79.7
1.0110000000000001,0.15499999999999997,0.311,0.15600000000000003,0.18400000000000016,0.3200000000000003,0.40800000000000036,0.1120000000000001,0.6000000000000005,79.7,95.55,87.55,85.75,81.75
1.032,0.16999999999999998,0.32199999999999995,0.152,0.17599999999999927,0.3119999999999994,0.39999999999999947,0.1039999999999992,0.5919999999999996,81.75,97.3,89.4,88.0,83.8
1.076,0.16799999999999998,0.27999999999999997,0.11199999999999999,0.16800000000000015,0.3120000000000003,0.38400000000000034,0.10400000000000009,0.5919999999999996,83.8,102.55,91.3,90.0,84.8
0.9750000000000001,0.06,0.16499999999999998,0.10499999999999998,0.16800000000000015,0.3120000000000003,0.38400000000000034,0.09600000000000009,0.6160000000000005,84.8,99.9,89.85,88.0,91.2
1.017,0.14799999999999996,0.283,0.135,0.14400000000000013,0.28799999999999937,0.36799999999999944,0.08000000000000007,0.5599999999999996,91.2,98.65,88.55,86.45,79.85
1.032,0.176,0.32699999999999996,0.15099999999999997,0.18399999999999928,0.3200000000000003,0.4079999999999995,0.1120000000000001,0.5999999999999996,79.85,95.15,87.85,85.35,80.2
1.0310000000000001,0.17300000000000004,0.341,0.16799999999999998,0.17600000000000016,0.31200000000000117,0.40000000000000036,0.10400000000000098,0.5999999999999996,80.2,96.0,87.7,85.25,81.4
1.029,0.18,0.315,0.135,0.16800000000000104,0.31200000000000117,0.39200000000000124,0.09600000000000009,0.5840000000000014,81.4,96.7,87.85,85.95,81.2
1.047,0.194,0.33399999999999996,0.13999999999999999,0.17600000000000016,0.3200000000000003,0.3999999999999986,0.1039999999999992,0.5839999999999996,81.2,98.65,90.15,87.85,82.65
1.02,0.137,0.257,0.11999999999999997,0.17600000000000016,0.3200000000000003,0.40000000000000036,0.1039999999999992,0.5920000000000005,82.65,101.15,91.15,88.65,83.25
0.9430000000000001,0.05300000000000005,0.17500000000000004,0.122,0.16799999999999926,0.3119999999999994,0.39199999999999946,0.1039999999999992,0.5919999999999987,83.25,101.1,89.0,87.2,82.4
1.01,0.16899999999999998,0.302,0.133,0.16800000000000104,0.31200000000000117,0.39200000000000124,0.10400000000000098,0.5920000000000005,82.4,99.1,88.1,86.25,81.7
1.004,0.16699999999999993,0.31799999999999995,0.15100000000000002,0.16799999999999926,0.3119999999999994,0.41600000000000037,0.1039999999999992,0.5839999999999996,81.7,97.7,87.45,84.0,79.2
1.034,0.17600000000000005,0.34,0.16399999999999998,0.18400000000000105,0.3200000000000003,0.40800000000000125,0.1120000000000001,0.5920000000000005,79.2,95.85,87.35,85.6,79.25
1.002,0.14399999999999996,0.284,0.14,0.18399999999999928,0.3200000000000003,0.4079999999999995,0.1120000000000001,0.5999999999999996,79.25,95.15,87.85,86.1,83.35
1.062,0.20800000000000002,0.34400000000000003,0.136,0.17600000000000016,0.3119999999999994,0.39199999999999946,0.09600000000000009,0.5839999999999996,83.35,96.6,90.35,88.45,84.4
1.006,0.10600000000000004,0.22100000000000003,0.11499999999999999,0.16800000000000104,0.31200000000000117,0.39200000000000124,0.10400000000000098,0.6160000000000014,84.4,102.55,90.75,88.5,93.5
0.942,0.07100000000000001,0.203,0.132,0.14399999999999835,0.2879999999999985,0.36799999999999855,0.07199999999999918,0.5599999999999987,93.5,98.3,89.25,87.0,82.2
1.014,0.172,0.319,0.14700000000000002,0.16800000000000104,0.31200000000000117,0.40000000000000036,0.10400000000000098,0.5920000000000005,82.2,99.25,88.7,86.0,81.85
