h1,h2,h3,h4,t1,t2,t3,t4,t,abp1,abp2,abp3,abp4,abp5
0.994,0.11299999999999999,0.195,0.08200000000000002,0.176,0.32,0.392,0.11199999999999999,0.584,78.6,92.3,86.45,82.65,77.6
1.056,0.263,0.36000000000000004,0.09700000000000003,0.17600000000000005,0.32000000000000006,0.3920000000000001,0.10399999999999998,0.5760000000000001,77.6,91.8,86.1,82.2,75.05
1.064,0.291,0.39799999999999996,0.10699999999999998,0.19199999999999995,0.32800000000000007,0.4079999999999999,0.11999999999999988,0.5919999999999999,75.05,89.85,85.35,81.25,75.2
1.034,0.253,0.354,0.101,0.19200000000000017,0.3280000000000003,0.3999999999999999,0.1200000000000001,0.5840000000000001,75.2,87.9,85.1,81.65,75.0
0.998,0.22400000000000003,0.337,0.11299999999999999,0.19200000000000017,0.32799999999999985,0.4079999999999999,0.1200000000000001,0.5760000000000001,75.0,88.55,85.05,81.25,75.25
1.03,0.211,0.311,0.1,0.20000000000000018,0.34399999999999986,0.4079999999999999,0.1280000000000001,0.6000000000000001,75.25,91.2,86.5,83.8,78.1
0.982,0.196,0.28500000000000003,0.089,0.18399999999999972,0.31999999999999984,0.3919999999999999,0.11199999999999966,0.5920000000000001,78.1,92.1,86.75,83.4,79.2
0.966,0.16300000000000003,0.24100000000000005,0.07800000000000001,0.16800000000000015,0.3199999999999994,0.38399999999999945,0.10400000000000009,0.5679999999999996,79.2,94.65,85.95,83.4,75.4
1.0,0.252,0.349,0.09699999999999998,0.20000000000000018,0.3360000000000003,0.40800000000000036,0.1200000000000001,0.5920000000000005,75.4,88.35,85.6,82.2,75.15
1.0010000000000001,0.279,0.38400000000000006,0.10500000000000004,0.19199999999999928,0.3279999999999994,0.39999999999999947,0.11999999999999922,0.5839999999999996,75.15,89.45,85.35,82.1,75.1
0.9650000000000001,0.24600000000000002,0.35100000000000003,0.105,0.19200000000000017,0.3280000000000003,0.40800000000000036,0.1200000000000001,0.5839999999999996,75.1,89.35,85.35,81.25,75.15
0.9850000000000001,0.257,0.357,0.1,0.19200000000000017,0.3280000000000003,0.40000000000000036,0.1200000000000001,0.5920000000000005,75.15,89.75,85.7,83.0,77.95
1.018,0.21200000000000002,0.303,0.09099999999999998,0.18400000000000016,0.3280000000000003,0.39199999999999946,0.1120000000000001,0.5839999999999996,77.95,91.05,87.7,84.6,80.9
0.994,0.19600000000000004,0.262,0.066,0.17600000000000016,0.3119999999999994,0.38400000000000034,0.10400000000000009,0.5760000000000005,80.9,92.15,87.1,84.6,80.3
0.986,0.15700000000000003,0.248,0.09099999999999997,0.17600000000000016,0.3119999999999994,0.38400000000000034,0.1039999999999992,0.5760000000000005,80.3,90.4,86.15,83.75,77.8
1.077,0.294,0.387,0.093,0.18399999999999928,0.3199999999999985,0.39199999999999946,0.11199999999999832,0.5759999999999987,77.8,89.2,86.1,82.75,76.3
1.069,0.299,0.39199999999999996,0.09299999999999997,0.19200000000000017,0.3280000000000012,0.39200000000000124,0.120000000000001,0.5679999999999996,76.3,88.35,85.7,82.75,74.9
1.072,0.28300000000000003,0.38,0.097,0.20800000000000018,0.3440000000000012,0.41600000000000037,0.1280000000000001,0.5920000000000005,74.9,87.85,85.7,81.9,75.4
1.0390000000000001,0.26,0.358,0.098,0.20000000000000107,0.3360000000000003,0.40000000000000036,0.120000000000001,0.5920000000000005,75.4,87.55,86.3,83.35,78.0
1.062,0.253,0.30700000000000005,0.05400000000000002,0.18399999999999928,0.3200000000000003,0.39199999999999946,0.1120000000000001,0.5760000000000005,78.0,91.25,87.55,84.65,79.2
1.014,0.16099999999999998,0.22799999999999998,0.067,0.18399999999999928,0.3279999999999994,0.39199999999999946,0.1120000000000001,0.5839999999999996,79.2,91.75,87.35,84.0,80.8
1.0,0.19,0.284,0.09399999999999997,0.17600000000000016,0.3119999999999994,0.38400000000000034,0.1039999999999992,0.5600000000000005,80.8,89.55,86.15,83.3,76.5
1.086,0.28600000000000003,0.388,0.10199999999999998,0.1919999999999984,0.3279999999999994,0.3999999999999986,0.11999999999999922,0.5759999999999987,76.5,89.05,86.0,82.55,76.45
1.041,0.26299999999999996,0.368,0.10500000000000001,0.19200000000000017,0.3280000000000012,0.40000000000000036,0.1120000000000001,0.5760000000000005,76.45,87.55,85.7,81.75,76.75
1.053,0.27,0.367,0.097,0.18399999999999928,0.3279999999999994,0.39199999999999946,0.1120000000000001,0.5519999999999996,76.75,90.0,86.1,82.35,75.1
1.038,0.26,0.36500000000000005,0.105,0.20800000000000018,0.3440000000000012,0.4239999999999995,0.136000000000001,0.5920000000000005,75.1,89.25,86.7,82.65,78.1
1.041,0.24199999999999997,0.32499999999999996,0.08300000000000002,0.18399999999999928,0.3279999999999994,0.39199999999999946,0.1120000000000001,0.5839999999999996,78.1,92.8,88.15,85.35,83.05
1.005,0.17099999999999999,0.225,0.05400000000000002,0.16800000000000104,0.3119999999999994,0.3600000000000012,0.09600000000000009,0.5600000000000005,83.05,93.35,87.7,86.1,79.0
0.987,0.20699999999999996,0.29,0.08300000000000002,0.17599999999999838,0.31200000000000117,0.39199999999999946,0.11199999999999832,0.5760000000000005,79.0,93.2,86.45,83.55,78.15
1.054,0.27399999999999997,0.364,0.09000000000000002,0.1839999999999975,0.3200000000000003,0.39199999999999946,0.11199999999999832,0.5679999999999978,78.15,89.9,86.6,83.0,76.5
1.033,0.26100000000000007,0.35400000000000004,0.09299999999999997,0.20000000000000284,0.3360000000000021,0.40000000000000213,0.120000000000001,0.5839999999999996,76.5,87.05,86.4,82.75,76.9
1.048,0.266,0.36,0.094,0.18400000000000105,0.32800000000000296,0.392000000000003,0.120000000000001,0.5760000000000005,76.9,90.9,86.7,82.9,76.8
1.051,0.277,0.378,0.10099999999999999,0.19200000000000017,0.3279999999999994,0.40000000000000213,0.120000000000001,0.5839999999999996,76.8,89.1,86.8,83.6,79.0
1.042,0.24399999999999997,0.32099999999999995,0.07700000000000001,0.18400000000000105,0.32800000000000296,0.392000000000003,0.11200000000000188,0.5840000000000032,79.0,92.75,88.4,85.5,81.3
1.0070000000000001,0.17400000000000004,0.233,0.05899999999999997,0.17599999999999838,0.31999999999999673,0.3839999999999968,0.1039999999999992,0.575999999999997,81.3,93.1,87.8,84.9,79.15
1.008,0.21699999999999997,0.316,0.09900000000000003,0.18400000000000105,0.3200000000000003,0.392000000000003,0.11200000000000188,0.5680000000000014,79.15,89.9,86.95,83.45,76.6
1.051,0.29,0.382,0.092,0.19200000000000017,0.3359999999999985,0.3999999999999986,0.120000000000001,0.5839999999999996,76.6,91.4,86.6,83.3,76.1
1.05,0.26100000000000007,0.35400000000000004,0.09299999999999997,0.1999999999999993,0.3360000000000021,0.40800000000000125,0.120000000000001,0.5839999999999996,76.1,88.2,86.45,82.35,75.9
